title,NER,ingredients
Mace'S Meat Loaf,"[""oregano"", ""tomatoes"", ""eggs"", ""onion"", ""jack cheese"", ""fresh basil"", ""basil"", ""thyme"", ""ground italian sausage"", ""parsley"", ""red wine"", ""ground beef"", ""garlic"", ""bread crumbs"", ""salt""]","[""1 lb. ground Italian sausage (mild)"", ""2 lb. ground beef"", ""4 eggs"", ""1 onion"", ""finely chopped"", ""1 Tbsp. minced garlic"", ""3 c. sourdough bread crumbs"", ""1/2 c. chopped parsley"", ""1/2 c. red wine"", ""3/4 Tbsp. dried basil"", ""1/2 Tbsp. dried thyme"", ""1/2 Tbsp. dried oregano"", ""1 tsp. salt"", ""1 bunch fresh basil leaves"", ""4 oz. sundried tomatoes"", ""4 oz. Jack cheese"", ""sliced""]"
Carrot-Copper Pennies,"[""oil"", ""vinegar"", ""sugar"", ""onion"", ""tomato soup"", ""worcestershire"", ""carrots"", ""green pepper""]","[""5 c. sliced carrots"", ""1 can creamy tomato soup"", ""1/2 c. oil"", ""1 c. sugar"", ""3/4 c. vinegar"", ""1 medium chopped onion"", ""1 medium green pepper"", ""dash of Worcestershire""]"
Cauliflower-Broccoli Salad,"[""sugar"", ""hormel real bacon bits"", ""dressing"", ""mushrooms"", ""onion"", ""cauliflower"", ""apple cider vinegar"", ""mayonnaise"", ""bunches broccoli"", ""cherry tomatoes""]","[""1 small head cauliflower"", ""chopped into small pieces"", ""1 or 2 bunches broccoli"", ""chopped (use juste the \beads\"", ""not the stalk)"", ""1 small onion"", ""chopped fine"", ""1 (8 oz.) pkg. mushrooms"", ""rinsed and sliced thin"", ""1 c. cherry tomatoes"", ""quartered"", ""1 c. mayonnaise"", ""1 c. Green Goddess dressing"", ""1/2 c. Hormel real bacon bits or pieces"", ""2 Tbsp. apple cider vinegar"", ""2 Tbsp. sugar""]"
Zesty Broiled Chicken,"[""orange wedges"", ""black pepper"", ""lemon rind"", ""rosemary"", ""clove garlic"", ""mustard"", ""chicken""]","[""1 (2 1/2 to 3 lb.) chicken"", ""skinned and cut into quarters"", ""1 Tbsp. fresh lemon rind"", ""1 1/2 tsp. chopped rosemary"", ""1/8 tsp. black pepper"", ""1 clove garlic"", ""crushed"", ""2 Tbsp. coarse drained Dijon mustard"", ""orange wedges""]"
Turkey Soup,"[""cream of chicken soup"", ""leftover turkey"", ""cream of celery soup"", ""milk"", ""salt""]","[""1 (10 1/2 oz.) can cream of celery soup"", ""1 (10 1/2 oz.) can cream of chicken soup"", ""2 (10 1/2 oz.) cans milk or cream"", ""1 c. finely diced leftover turkey"", ""salt and pepper to taste""]"
Superberry Slope,"[""fresh fruit""]","[""1 pkg. (3 oz.) Jell-O gelatin (any flavor)"", ""1 c. sliced fresh fruit"", ""1 c. thawed Cool Whip""]"
Mushroom Sauced Meatballs,"[""oil"", ""egg"", ""pepper"", ""whole wheat bread crumbs"", ""cheddar cheese"", ""onion"", ""mushrooms"", ""beef broth"", ""basil"", ""flour"", ""parsley"", ""white wine"", ""ground beef"", ""worcestershire sauce""]","[""1 lb. ground beef"", ""1 egg"", ""1/2 c. fresh whole wheat bread crumbs"", ""1 c. (4 oz.) Kraft natural shredded sharp Cheddar cheese"", ""1/4 c. finely chopped onion"", ""1 Tbsp. Worcestershire sauce"", ""1 Tbsp. chopped fresh parsley"", ""1/2 tsp. dried basil leaves"", ""1/4 tsp. pepper"", ""1 Tbsp. oil"", ""1 c. sliced mushrooms"", ""2 Tbsp. flour"", ""1/2 c. beef broth"", ""1/2 c. dry white wine or beef broth""]"
Cajun Gumbo,"[""tomatoes"", ""gumbo file"", ""stalks celery"", ""rosemary"", ""water"", ""extra oil"", ""bell pepper"", ""lemon juice"", ""green onions"", ""tabasco sauce"", ""onion"", ""flour"", ""basil"", ""thyme"", ""bay leaves"", ""salt"", ""seafood of your choice"", ""okra"", ""parsley"", ""garlic"", ""vegetable oil"", ""worcestershire sauce""]","[""1/2 c. vegetable oil"", ""1/2 c. flour"", ""1 large onion"", ""chopped"", ""2 to 3 garlic cloves"", ""minced"", ""1 lb. okra"", ""chopped"", ""2 qt. water"", ""extra oil for frying"", ""1 large bell pepper"", ""chopped"", ""1 c. green onions"", ""chopped"", ""1/4 c. parsley"", ""chopped"", ""4 stalks celery"", ""chopped"", ""1/4 c. Worcestershire sauce"", ""Tabasco sauce to taste"", ""1 Tbsp. basil"", ""1/2 Tbsp. thyme"", ""1/4 tsp. rosemary"", ""1 tsp. lemon juice"", ""2 to 3 bay leaves"", ""gumbo file"", ""salt"", ""pepper"", ""onion powder"", ""cayenne pepper to taste"", ""1 (16 oz.) can whole tomatoes"", ""undrained and chopped"", ""2 to 3 lb. seafood of your choice or 1 whole chicken"", ""deboned and 1 lb. sausage"", ""sliced""]"
Bean Stew,"[""potatoes"", ""onion"", ""navy beans"", ""garlic powder"", ""carrots"", ""roll"", ""salt""]","[""1/2 c. navy beans"", ""cooked"", ""4 medium potatoes"", ""quartered"", ""2 medium carrots"", ""scraped and cut in coin size"", ""1 large onion"", ""chopped"", ""1 Tbsp. garlic powder"", ""salt and pepper"", ""1/2 roll Eckrich smoked sausage"", ""cut in bite size pieces""]"
Beef And Broccoli Stir-Fry,"[""soy sauce"", ""onion"", ""water"", ""campbell's cream"", ""garlic powder"", ""broccoli flowerets"", ""boneless beef sirloin"", ""vegetable oil""]","[""3/4 lb. boneless beef sirloin or top round steak"", ""2 Tbsp. vegetable oil"", ""2 c. broccoli flowerets"", ""1 medium onion"", ""cut into wedges"", ""1/8 tsp. garlic powder"", ""1 can Campbell's cream of broccoli soup"", ""1/4 c. water"", ""1 Tbsp. soy sauce""]"
Rancho Beans,"[""bacon"", ""tabasco sauce"", ""brown sugar"", ""molasses"", ""onion"", ""green pepper"", ""pork"", ""worcestershire sauce""]","[""2 (16 oz.) cans pork and beans"", ""8 slices bacon"", ""crisp and crumbled"", ""1 onion"", ""chopped"", ""1 green pepper"", ""chopped"", ""1 Tbsp. Worcestershire sauce"", ""2 Tbsp. molasses"", ""2 Tbsp. brown sugar"", ""dash of Tabasco sauce""]"
Mexican Chip Casserole,"[""green chilies"", ""corn chips"", ""red enchilada sauce"", ""cream of mushroom soup"", ""onion"", ""mexicorn"", ""ground beef"", ""colby monterey jack cheese"", ""garlic""]","[""1 lb. ground beef"", ""1 medium onion"", ""chopped"", ""1 garlic clove"", ""minced"", ""1 10 3/4 oz. can cream of mushroom soup"", ""1 11 oz. can Mexicorn"", ""1 4 oz. can green chilies"", ""chopped"", ""1 10 oz. pkg corn chips"", ""1 10 oz. can red enchilada sauce"", ""hot"", ""1 to 2 c. Colby Monterey jack cheese"", ""shredded""]"
Garbage,"[""marshmallows"", ""nuts"", ""pistachio instant pudding"", ""pineapple""]","[""1 (20 oz.) can crushed pineapple and juice"", ""1 small pkg. pistachio instant pudding (dry)"", ""1 c. crushed nuts"", ""1 (8 oz.) container Cool Whip"", ""1 small bag marshmallows""]"
Braunschweiger Log,"[""chili sauce"", ""braunschweiger"", ""nuts"", ""sweet basil"", ""mayonnaise""]","[""1 lb. braunschweiger"", ""2 Tbsp. chili sauce"", ""2 Tbsp. mayonnaise"", ""1/2 tsp. sweet basil"", ""1/2 c. chopped or slivered nuts""]"
Prune Souffle,"[""sugar"", ""lemon juice"", ""eggs"", ""cinnamon"", ""lemon rind"", ""nuts"", ""pulp"", ""bread crumbs"", ""prune juice"", ""salt""]","[""1/2 c. chopped nuts"", ""1/2 c. grated bread crumbs"", ""2 Tbsp. sugar"", ""1/4 tsp. salt"", ""1/6 tsp. cinnamon"", ""1/2 c. prune juice"", ""1 Tbsp. lemon juice"", ""1 c. prune pulp"", ""2 eggs"", ""grated lemon rind""]"
Baked Chicken Breasts And Broccoli,"[""cream of chicken soup"", ""broccoli spears"", ""chicken breasts"", ""curry powder"", ""lemon juice"", ""cheddar cheese"", ""mayonnaise"", ""bread crumbs""]","[""4 chicken breasts"", ""cut in half and boned"", ""1 can cream of chicken soup"", ""1/2 c. mayonnaise"", ""1 Tbsp. lemon juice"", ""1/2 tsp. curry powder"", ""1/2 c. Cheddar cheese"", ""shredded"", ""1/4 c. bread crumbs"", ""mixed with 2 Tbsp. melted butter"", ""2 pkg. cooked broccoli spears""]"
Brandied Chicken Breasts,"[""brandy"", ""chicken breasts"", ""cream"", ""bread crumbs"", ""sweet butter"", ""nutmeg"", ""swiss cheese"", ""marjoram"", ""sherry"", ""butter"", ""egg yolks"", ""salt""]","[""4 chicken breasts"", ""brandy"", ""salt and pepper"", ""marjoram"", ""6 Tbsp. sweet butter"", ""1/2 c. dry sherry"", ""2 c. cream"", ""4 egg yolks"", ""nutmeg"", ""2 Tbsp. butter"", ""1/2 c. bread crumbs"", ""shredded Swiss cheese""]"
Deep Fried Onion Rings,"[""egg"", ""cooking oil"", ""flour"", ""onions"", ""milk"", ""salt""]","[""2 medium onions"", ""1 slightly beaten egg"", ""1 c. milk"", ""cooking oil for deep fat frying"", ""3 Tbsp. cooking oil"", ""1 c. plus 2 Tbsp. flour"", ""1/2 tsp. salt""]"
Deer Pepper Steak Over Noodles,"[""hot peppers"", ""cayenne peppers"", ""onion"", ""egg noodles"", ""mushrooms"", ""garlic powder"", ""barbecue sauce"", ""deer meat"", ""butter"", ""honey""]","[""2 lb. cubed deer meat"", ""2 c. barbecue sauce"", ""1 c. honey"", ""1 tsp. garlic powder"", ""3 c. egg noodles"", ""cooked"", ""6 diced cayenne peppers"", ""6 diced hot peppers"", ""1 diced onion"", ""1 small can mushrooms"", ""1 Tbsp. butter""]"
Cold Pizza,"[""sour cream"", ""green olives"", ""green onions"", ""cheddar cheese"", ""taco sauce"", ""tortilla chips"", ""beans""]","[""1 medium can refried beans"", ""1 (16 oz.) carton sour cream"", ""1 (8 to 10 oz.) jar taco sauce"", ""green olives"", ""green onions"", ""Cheddar cheese"", ""tortilla chips""]"
Hamburger-Potato Casserole,"[""potatoes"", ""velveeta cheese"", ""cream of mushroom soup"", ""onion"", ""water"", ""hamburger"", ""butter"", ""salt""]","[""1 lb. hamburger"", ""1 onion"", ""1 can cream of mushroom soup"", ""2 to 3 Tbsp. butter"", ""3 to 4 medium potatoes"", ""1/4 lb. Velveeta cheese"", ""1/3 c. water"", ""salt and pepper to taste""]"
Oven Baked Hash Browns,"[""cream of chicken soup"", ""sour cream"", ""partly"", ""pepper"", ""cheddar cheese"", ""margarine"", ""onions"", ""salt""]","[""2 lb. bag frozen hash browns"", ""thawed partly"", ""1/2 c. margarine"", ""1 can cream of chicken soup"", ""12 oz. sour cream"", ""1/2 c. diced onions"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""8 oz. grated Cheddar cheese""]"
Tasty Loaf,"[""sugar"", ""vanilla"", ""mashed ripe bananas"", ""baking powder"", ""eggs"", ""fiber"", ""flour"", ""margarine"", ""milk"", ""ground cinnamon"", ""salt""]","[""1 1/2 c. mashed ripe bananas (3 to 4)"", ""2/3 c. milk"", ""1 c. Fiber One cereal"", ""crushed"", ""1 tsp. vanilla"", ""1 1/4 c. sugar"", ""1/2 c. (1 stick) margarine or butter"", ""softened"", ""2 eggs"", ""2 1/2 c. flour"", ""3 tsp. baking powder"", ""1 tsp. salt"", ""1 tsp. ground cinnamon""]"
Pennsylvania Dutch Pepper Cabbage,"[""cabbage"", ""vinegar"", ""sugar"", ""water"", ""celery"", ""carrot"", ""green pepper"", ""salt""]","[""2 lb. cabbage"", ""finely shredded"", ""1 stalk celery"", ""chopped"", ""1 green pepper"", ""chopped"", ""1 carrot or red pepper"", ""chopped"", ""1 c. sugar"", ""1 tsp. salt"", ""1/2 c. water"", ""1/2 c. vinegar""]"
Boo Boo Tash Sandwich,"[""chunky peanut butter"", ""bacon""]","[""3 pieces of bacon"", ""2 pieces toast"", ""chunky peanut butter""]"
Spring Salad,"[""fresh ground black pepper"", ""italian dressing"", ""oregano"", ""fresh spinach"", ""yellow pepper"", ""parmesan cheese"", ""onion"", ""celery"", ""green beans"", ""green pepper"", ""salt""]","[""8 oz. green beans"", ""trimmed"", ""1 c. celery"", ""sliced"", ""1 lb. fresh spinach"", ""torn into bite-size pieces"", ""1 medium green pepper"", ""cut into rings"", ""1 medium yellow pepper"", ""cut into rings"", ""1 small onion"", ""thinly sliced (1/2 c.)"", ""4 Tbsp. Parmesan cheese"", ""grated"", ""5 Tbsp. Italian dressing"", ""1/2 tsp. salt"", ""1/4 tsp. dried oregano leaves or dill"", ""fresh ground black pepper to taste""]"
Macaroni And Cheese Bake,"[""velveeta cheese"", ""macaroni"", ""margarine"", ""milk"", ""grated sharp""]","[""1/2 c. margarine"", ""1/2 c. grated sharp Cheddar cheese"", ""1/3 c. milk"", ""family size Kraft macaroni and cheese"", ""small block Velveeta cheese""]"
Grilled Steak With Bearnaise,"[""egg yolks"", ""bay leaf"", ""white pepper"", ""flank steak"", ""fresh chervil"", ""water"", ""white wine"", ""white wine vinegar"", ""butter"", ""garlic"", ""vegetable oil"", ""shallot"", ""salt""]","[""1 (2 lb.) flank steak"", ""2 cloves garlic"", ""minced"", ""2 Tbsp. vegetable oil"", ""1 Tbsp. white wine vinegar"", ""1 tsp. salt"", ""divided"", ""1/2 tsp. white pepper"", ""1/2 c. white wine or broth"", ""2 Tbsp. each chopped shallot and fresh tarragon"", ""divided"", ""2 Tbsp. chopped fresh chervil"", ""divided"", ""1 bay leaf"", ""4 egg yolks"", ""1 1/2 tsp. water"", ""8 Tbsp. (1 stick) butter""]"
New Mexico Hamburger Chili Bake,"[""cream of chicken soup"", ""onion"", ""lean ground beef"", ""chilies"", ""longhorn cheese"", ""milk"", ""corn tortillas""]","[""1 lb. lean ground beef"", ""2 cans cream of chicken soup"", ""1 (4 oz.) chopped chilies"", ""1/2 lb. Longhorn cheese"", ""grated"", ""1 medium onion"", ""chopped"", ""1 tall can evaporated milk"", ""12 corn tortillas (6-inch size)"", ""cut in fourths""]"
Prune See Moi Mix,"[""apricots"", ""see moi"", ""whiskey"", ""lemon juice"", ""brown sugar"", ""hawaiian salt"", ""prunes"", ""anise seed"", ""lemon peel""]","[""1 (2 lb.) pkg. prunes"", ""1 (1 lb.) pkg. soft lemon peel"", ""1 (2 lb.) pkg. dried apricots"", ""1 (2 lb. pkg. see moi"", ""2 1/2 Tbsp. Hawaiian salt"", ""1 (1 lb.) box brown sugar"", ""1 Tbsp. Chinese Five Spice powder"", ""1 pkg. Five Star anise seed"", ""3 Tbsp. whiskey"", ""1 1/2 c. lemon juice""]"
Maloney'S Baked Chicken (Lorraine),"[""flour"", ""poultry seasoning"", ""chicken"", ""ginger""]","[""1 cut up chicken"", ""1 tsp. poultry seasoning"", ""1 tsp. ginger"", ""1 c. flour""]"
Easy Spinach Casserole,"[""fresh spinach"", ""cream cheese"", ""butter"", ""bread crumbs"", ""salt""]","[""2 lb. fresh spinach or 2 (10 oz.) pkg. frozen chopped spinach"", ""1 (8 oz.) pkg. cream cheese"", ""1/4 lb. butter"", ""salt and pepper to taste"", ""1 c. bread crumbs""]"
Easy Oven Swiss Steak,"[""vinegar"", ""steak"", ""sugar"", ""onion"", ""worcestershire sauce"", ""tomato sauce""]","[""2 lb. round steak"", ""2 (8 oz.) cans tomato sauce"", ""2 Tbsp. sugar"", ""1 Tbsp. vinegar"", ""1 Tbsp. Worcestershire sauce"", ""1 medium onion"", ""sliced""]"
Dream Casserole,"[""sour cream"", ""pepper"", ""green onions"", ""noodles"", ""garlic salt"", ""cheddar cheese"", ""cream cheese"", ""cheese"", ""tomato sauce"", ""ground beef"", ""green pepper"", ""salt""]","[""8 oz. pkg. noodles"", ""1 lb. ground beef (or ground turkey)"", ""1 tsp. salt"", ""1/8 tsp. pepper"", ""1/4 tsp. garlic salt"", ""2 (8 oz.) cans tomato sauce"", ""1 c. small curd cottage cheese"", ""1/2 c. chopped green pepper (optional)"", ""1 c. sour cream"", ""1 (8 oz.) pkg. cream cheese (at room temperature)"", ""1/2 c. chopped green onions"", ""1 c. shredded Cheddar cheese""]"
Scalloped Potatoes With Salami Slices,"[""potatoes"", ""pepper"", ""salami"", ""onion"", ""flour"", ""milk"", ""butter"", ""salt""]","[""1/4 c. butter"", ""1/4 c. flour"", ""1/2 tsp. salt"", ""1/4 tsp. pepper"", ""3 c. milk"", ""4 c. thinly sliced"", ""raw potatoes"", ""1 medium onion"", ""thinly sliced"", ""1/2 lb. thinly sliced salami"", ""quartered or cut into strips""]"
Al'S Famous Shrimp Fettucine,"[""velveeta cheese"", ""'s cajun"", ""black pepper"", ""bell peppers"", ""fettucine"", ""parmesan cheese"", ""green onion"", ""onions"", ""shrimp"", ""garlic"", ""salt""]","[""2 lb. medium to large shrimp"", ""2 bell peppers (1 red and 1 green)"", ""2 onions"", ""3 green onion tops"", ""3 or 4 cloves garlic"", ""1 lb. Velveeta cheese"", ""1 pt. half and half"", ""fresh grated Parmesan cheese (may substitute Mozzarella)"", ""Tony's Cajun seasoning"", ""black pepper"", ""salt"", ""18 oz. fettucine""]"
Microwave Pickles,"[""celery salt"", ""vinegar"", ""sugar"", ""cucumbers"", ""onions"", ""turmeric"", ""green pepper"", ""salt""]","[""3 c. sliced cucumbers"", ""1 c. sliced onions"", ""1 c. sliced green pepper"", ""1 Tbsp. salt (or less)"", ""1 tsp. celery salt"", ""1/4 to 1/2 tsp. turmeric"", ""1 tsp. dry mustard seed"", ""1 c. sugar"", ""1/2 c. vinegar""]"
Chicken-Broccoli Casserole,"[""cream of chicken soup"", ""stuffing mix"", ""chicken breasts"", ""cheddar cheese"", ""onion"", ""mayonnaise"", ""broccoli"", ""lemon""]","[""1 (1 lb.) bag broccoli (frozen)"", ""cooked and drained"", ""4 to 6 chicken breasts"", ""cooked and boned"", ""1/2 c. onion"", ""chopped"", ""1/2 c. mayonnaise or salad dressing"", ""1 can cream of chicken soup"", ""juice of 1 lemon"", ""1 bag Pepperidge Farm stuffing mix (small)"", ""1/2 to 1 c. grated Cheddar cheese""]"
Citrus Sherbet,"[""lemons"", ""sugar"", ""milk""]","[""3 citrus fruits (2 lemons and 1 lime or 1 lemon"", ""1 lime and 1 orange) rind (zest) and juice"", ""1 1/3 c. sugar"", ""1 qt. skim milk""]"
Chicken Primavera,"[""chicken breasts"", ""rice"", ""mayonnaise"", ""vegetables"", ""cream of celery"", ""paprika""]","[""1 can cream of celery or chicken soup"", ""1/3 c. mayonnaise"", ""2 tsp. paprika"", ""2 whole chicken breasts"", ""skinned"", ""split and boned"", ""2 c. thinly sliced vegetables (celery"", ""green pepper"", ""sweet red pepper"", ""green onion)"", ""hot cooked rice""]"
Spiced Green Pickles,"[""vinegar"", ""white mustard seed"", ""tomatoes"", ""cinnamon"", ""whole cloves"", ""whole allspice"", ""white sugar""]","[""5 lb. small tomatoes (green)"", ""2 c. vinegar"", ""1 tsp. whole cloves"", ""1 Tbsp. white mustard seed"", ""4 c. white sugar"", ""1 Tbsp. stick cinnamon"", ""1 tsp. whole allspice""]"
Cocky Leeky Soup,"[""pepper"", ""leeks"", ""water"", ""stewing chicken"", ""rice"", ""salt""]","[""5 lb. stewing chicken"", ""disjointed"", ""2 1/2 qt. water"", ""2 tsp. salt"", ""1/2 tsp. pepper"", ""12 fresh leeks or 18 scallions"", ""sliced"", ""1 1/2 c. rice"", ""half cooked""]"
Green Beans With Red Pepper And Shallots,"[""pepper"", ""fresh green beans"", ""shallots"", ""red bell pepper"", ""kosher salt"", ""butter""]","[""2 lb. fresh green beans"", ""3 large shallots"", ""chopped"", ""1 large red bell pepper"", ""julienned"", ""1/3 c. butter"", ""1 tsp. kosher salt"", ""pepper to taste""]"
"Chicken, Stuffing, Broccoli Casserole","[""cream of chicken soup"", ""noodles"", ""stuffing"", ""broccoli"", ""chicken""]","[""1 cooked chicken"", ""stuffing"", ""1 box broccoli"", ""noodles"", ""1 can cream of chicken soup""]"
Student Ragout,"[""potatoes"", ""bacon"", ""onion"", ""round steak"", ""carrots""]","[""1/2 lb. bacon"", ""1 1/2 to 2 lb. round steak"", ""cubed"", ""3 to 4 carrots"", ""sliced"", ""1/2 medium onion"", ""sliced"", ""5 to 6 medium to large potatoes"", ""sliced""]"
Sausage And Egg Christmas Breakfast,"[""croutons"", ""eggs"", ""mushrooms"", ""mushroom soup"", ""cheese"", ""milk"", ""dry mustard"", ""sausage""]","[""herbed croutons"", ""1 1/2 c. shredded medium/sharp cheese"", ""1 lb. sausage"", ""6 eggs"", ""1 tsp. dry mustard"", ""2 c. milk"", ""1 can mushroom soup"", ""1 small can mushrooms""]"
Rice Potpourri,"[""mein noodles"", ""cream of mushroom soup"", ""onion"", ""milk"", ""rice"", ""butter""]","[""2 c. Minute rice"", ""uncooked"", ""1/4 c. butter"", ""1/2 c. milk"", ""1 can cream of mushroom soup"", ""1/2 packet onion flavored soup mix"", ""chow mein noodles""]"
Bird Stew,"[""potatoes"", ""tomato"", ""tomatoes"", ""black pepper"", ""pepper"", ""chili powder"", ""catsup"", ""birds"", ""onions"", ""apples"", ""cream"", ""butter"", ""worcestershire sauce"", ""salt""]","[""25 birds"", ""6 lb. potatoes (1/2 cut small"", ""the other 1/2 large)"", ""2 lb. onions"", ""4 (1 lb.) cans tomatoes"", ""2 (14 oz.) bottles Heinz catsup (add when nearly done)"", ""3 Tbsp. Worcestershire sauce"", ""2 Tbsp. chili powder"", ""1 Tbsp. black pepper"", ""2 large apples (cooking apples)"", ""2 large dry pepper pods"", ""4 Tbsp. salt"", ""5 tomato cans water"", ""1/4 lb. butter (last)"", ""2 pt. cream (last)""]"
Cold Chicken Soup,"[""cream of chicken soup"", ""light sour cream"", ""chicken broth"", ""curry powder""]","[""1 c. cream of chicken soup"", ""2 c. homemade chicken broth"", ""1 pt. light sour cream"", ""1 tsp. curry powder""]"
King Ranch Chicken,"[""cream of chicken soup"", ""tomatoes"", ""cream of mushroom soup"", ""onion"", ""chicken broth"", ""grated cheese"", ""tortillas"", ""chicken""]","[""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 can tomatoes"", ""cut up (with juice)"", ""1 c. chicken broth"", ""1 large onion"", ""cut up"", ""1 (3 lb.) chicken"", ""boiled and boned"", ""2 c. grated cheese"", ""1 pkg. tortillas"", ""cut in pieces""]"
Beet And Pear Salad,"[""pear halves"", ""beets"", ""cheese"", ""white wine vinegar"", ""red onion"", ""vegetable oil""]","[""1 (16 oz.) can pear halves"", ""1 (16 oz.) can sliced beets"", ""drained"", ""1/2 c. thinly sliced red onion"", ""2 Tbsp. vegetable oil"", ""1 Tbsp. white wine vinegar"", ""1/3 c. crumbled Blue cheese""]"
